,n_ele,n_muon,n_jets,n_bjets,n_photons,met,met_phi,energy1,trans_momentum1,pseudo_rapidity1,phi1,energy2,trans_momentum2,pseudo_rapidity2,phi2,energy3,trans_momentum3,pseudo_rapidity3,phi3,energy4,trans_momentum4,pseudo_rapidity4,phi4,energy5,trans_momentum5,pseudo_rapidity5,phi5,energy6,trans_momentum6,pseudo_rapidity6,phi6,energy7,trans_momentum7,pseudo_rapidity7,phi7,energy8,trans_momentum8,pseudo_rapidity8,phi8
170,0,2,1,0,0,11.80148215483267,-2.30129,13.010199773126763,11.654546547637803,-2.03112,1.07888,11.007876457715025,10.841404737720305,-0.593142,-1.61493,11.002349809959446,10.765231281396485,-0.716158,-2.82878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,1,1,1,0,0,12.133308385575335,0.202223,12.59966758106785,11.803727664758252,1.43007,-2.21357,12.536027259949398,12.442017904201586,0.440441,0.428517,11.968551226270009,11.807459012371112,-0.582969,2.53996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,2,0,2,0,0,11.501363886754913,-2.59826,12.284222794212427,11.680319491846493,1.21222,1.43454,11.587968000283727,11.019320707248555,1.16979,0.143652,11.518141836019185,10.912459557119035,-1.21155,-1.31583,11.422439330725144,10.118877119261903,-1.97553,-1.75221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,1,1,3,0,0,11.311023456197331,-3.13064,11.694221496092444,11.318999638319744,0.889114,0.543393,11.127996538570818,11.027709106710658,0.455378,-0.952812,10.868730340236459,10.86424865550363,0.0947315,-1.80831,10.526182761926435,10.154133424049421,0.904349,1.49335,10.322013659899154,10.267098884019903,-0.275825,-2.37185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,1,1,2,0,0,11.997041543504004,-2.34936,13.624642987801613,12.554166375946728,1.73199,0.260443,12.56920420062226,11.977740657526839,1.19733,-3.13532,10.96346295758932,10.910620315068726,0.327957,-2.48201,10.172456878555755,10.10383728740503,-0.29693,2.32363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,0,2,1,0,1,12.346881865405717,1.96675,13.17356966800716,12.70733569325638,-1.04213,3.1175,13.117919518071346,12.627512803659666,-1.07294,0.871113,12.964768774074505,12.38091631246817,1.17951,-1.01217,10.964112367298737,10.498238797239805,-1.04167,3.12226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,0,2,2,2,0,12.323966786125286,0.140891,11.791170649734337,11.543939518499398,0.732484,1.31561,11.752965463944168,10.353578610942114,2.07465,2.63153,11.649203083262776,11.530450991836046,0.468491,2.78456,11.364722396319538,10.906359568923403,1.02095,-2.30307,11.266636104148706,11.257590536728557,0.134695,-1.24775,11.09293182703077,10.969841765867379,0.439156,-2.84455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,1,1,1,0,0,11.701552102898777,1.55234,12.745430331027789,12.274698116200376,1.03046,1.88591,11.326074063905871,11.318428892545983,-0.123803,0.48644,11.229649670601264,11.093689471978012,0.533354,-1.02731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,1,1,3,0,0,11.281365343490355,-2.23332,12.752626351848244,12.520631528839495,0.707784,-1.75839,11.946219724997068,11.781310032530024,-0.58381,-3.0354,11.92644471786758,11.893469267673145,0.226915,0.13929,11.44466589597984,9.992509822990241,-2.13132,1.20725,11.16278342081066,11.027933266235209,-0.505879,0.688274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,0,2,2,0,0,10.985563872564137,-1.77128,12.10468201720946,11.806773488812924,-0.810725,2.18276,11.727415683964917,11.719972154150984,0.122153,-1.72135,11.509770493276926,10.303789353687412,-1.87128,1.92401,11.423679957805655,10.24519250316978,1.84639,0.889675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,1,2,2,0,0,12.663070186096768,-1.50934,12.947717090225666,10.932017090300137,2.70383,-0.887831,12.873619927039835,12.868064500082463,-0.0365174,1.51081,11.88195477843718,11.098526064666759,-1.41977,-2.774,11.05646649132543,10.434918422589956,-1.23322,-0.610117,10.210582470446665,9.337360612985048,-1.5196,0.375283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,1,1,2,0,1,11.699703742481125,0.0346444,13.625279402605823,11.530971648661291,2.78327,2.52944,12.139991601983048,10.75122103231314,2.06599,-1.89199,11.601494794388147,10.742685554603582,-1.4986,-2.13592,11.227172197843593,11.211855506704218,-0.175461,1.75217,9.721785803621579,9.598544021282821,-0.506737,1.46024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,1,1,1,1,0,11.4596206751974,2.32006,12.791247569470794,11.025661733470445,2.45061,-1.59552,11.700077005258303,10.626746780327634,1.73348,-1.39431,11.615382770388596,11.274216397114406,0.873712,0.525991,11.336886133610331,10.733060682446363,1.21213,-2.39963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,2,0,4,0,0,12.823474745374382,-1.84689,14.694564527352885,13.12713198947943,-2.24934,1.23766,13.610317429478027,11.85461975717973,2.44115,-0.924516,11.842279570557052,11.661940120834903,-0.618766,3.0152,11.641863825754537,10.655302146711847,1.64136,-0.997087,11.102023604470924,10.268911611107109,-1.47527,-2.6382,11.091361462272316,10.711390970394262,0.924832,2.50933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,1,1,0,1,0,11.806363440384187,-0.142876,11.811666164778742,11.362573394615362,-1.01732,2.70128,11.700342351827354,10.63904746172768,-1.72307,0.457703,11.277472715361315,11.027627877089094,-0.736658,-2.7413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,1,1,1,0,0,10.98432954731875,-2.89169,13.055302210402905,11.104036502155331,-2.63918,0.810225,10.105023328253887,10.064896115805423,-0.285187,-0.584069,9.833027533886357,9.72516200106752,-0.472829,3.0377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,1,1,1,0,0,11.451242595907644,-2.95185,11.593933860063693,11.520943236563811,-0.386737,-0.441742,11.462250926482179,11.171319272119865,-0.800266,-0.980692,10.934300899556462,10.930037979466377,-0.0517217,1.46303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,2,0,2,0,0,12.601928397979854,0.450206,13.017353911232531,12.412517547221332,-1.21095,-2.73757,11.890032249973338,11.005548886403687,-1.53199,0.274408,11.682423483868696,11.621977159836408,-0.351219,-3.02875,11.48149981124532,10.110009730994065,2.04618,-1.02257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,0,2,2,0,0,11.391327160422685,-2.982,13.671630949626614,13.397131928085908,0.775261,0.724555,12.164187586156654,12.110178295131428,0.331634,-2.6676,11.777395203678102,10.967035544837355,1.44725,-0.583147,10.906691489914584,10.88331630521427,-0.167695,0.818832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,1,1,1,0,0,11.748969446756949,-1.25868,12.162293156932545,11.550519856378926,1.22162,-0.318453,11.550702829304258,11.443176593501576,0.425457,1.97994,10.596654732896075,10.293730725938198,0.818188,1.19681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,1,1,4,0,0,11.209814307328973,-2.59644,12.119528432129913,10.29589106147814,2.50867,-3.10918,11.856181780459067,11.772339227137413,0.40477,-1.22126,11.551424764120839,10.980213744993248,1.1729,1.85669,11.424481061688715,11.328732157543477,-0.427442,1.45613,11.197603574514975,11.123170799048948,-0.318564,0.647974,10.820430071950627,10.485803725992326,-0.86437,-1.65111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,0,2,1,0,0,11.382522886782624,2.72716,12.2792301661479,12.256180988139585,-0.215531,-0.974733,11.753751751136747,11.265887451209062,1.05767,-0.466448,11.02168512462151,10.840200327671916,-0.620843,-2.99079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,1,1,0,2,0,10.953460915597677,0.683402,12.443706700546693,11.431356342918782,-1.67072,0.174851,12.115370830881007,10.859425829534759,-1.92711,-2.6455,11.901257978071406,11.007647756356569,-1.5406,3.0048,10.43053292214906,10.413420778233382,-0.185516,0.0783863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,1,1,2,0,0,11.871697209086209,1.98254,13.78280243180402,12.142562928325635,-2.32385,-1.12232,12.356877735106336,11.67243035681655,-1.3069,1.55464,10.964816716380403,10.542434586324928,0.97051,1.70163,10.770802302977893,10.442229854296327,0.806747,3.02849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,1,1,1,0,0,10.85937200491075,-2.10494,11.194107667587613,11.183664166926652,-0.023872,1.74841,11.123749466034873,9.765115893269376,-2.03484,2.87532,11.030502635720424,10.190277977588488,-1.48316,-1.27163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,1,1,2,0,0,11.131710432523022,-2.21405,12.785289359749225,11.888295560435076,-1.54417,0.0374208,12.68251177246738,10.712469204867666,-2.65719,-1.02978,12.093519659290843,12.026341730125123,-0.370661,2.5699,11.2251673896303,10.09291712078946,1.79835,1.64084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,1,1,1,0,0,12.56702144352981,2.90632,13.442020747495123,12.541290524344896,-1.5476,0.0813752,11.862405588148432,11.663136967845949,-0.652453,-1.61466,10.003626961908786,9.982210928736054,-0.207644,2.32257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,0,2,1,0,0,11.499810843024363,1.5338,13.136832197364024,11.506365998632463,-2.31263,-1.58826,11.480529331308157,11.451046869757686,-0.244018,1.47915,10.807924302763164,10.67391053950323,0.529345,2.08975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,0,2,1,0,0,11.04368314585438,-0.972677,11.884868259827556,10.931528939568096,1.60709,-1.68814,11.810879598692614,11.80681075760665,-0.0902902,-1.06895,11.051540587350107,11.044087556008508,-0.0530319,2.18345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,0,2,1,0,0,11.204524905951173,-0.135395,13.876351626942567,10.913494467203387,-3.65531,-3.04513,10.602224083533539,10.597127111857754,-0.101018,-2.38841,10.164096431060976,10.128038113547793,0.270134,-1.92347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,1,1,1,0,0,11.49565824082139,-2.2675,12.107560846006692,11.237619820919823,-1.50661,0.0981722,11.506457593310977,11.373123021774923,-0.52795,1.87557,11.4028337749365,10.854948497661109,1.14447,-1.53047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,0,2,2,0,0,11.470222535934557,-0.230454,14.51838527228273,11.001666413954883,-4.20963,-3.05044,10.804343782946257,10.65630831458169,0.55764,3.13521,10.547982684388263,10.491876813618472,0.229975,2.32172,10.174140448120047,10.152782164583114,-0.207381,2.98054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,0,2,1,0,0,11.808144066308667,2.44517,11.930305968626305,11.699280542836602,0.70145,-0.605568,11.596061843842845,11.51174076348847,0.416456,-1.87914,11.432987918433732,11.187174549041833,0.730207,0.782869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,0,2,2,0,0,12.029317567108581,-1.8392,12.366318994672271,12.087694432791045,-0.769018,1.44697,11.763691965388299,10.358888200366673,-2.08254,1.15465,10.768971187599007,10.594737935312013,0.60759,2.73999,10.557735368304876,10.18059642519215,-0.89612,-0.568903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,2,0,5,0,0,12.039758287202007,1.77033,12.672607766449556,12.639366905557013,0.259261,-3.08476,12.318163958464783,12.125252969428159,-0.601118,-7.64237e-05,12.2505822325161,11.20095479830166,-1.70883,-0.627416,11.761549611018246,10.063367502989752,-2.3826,-2.96652,11.708031616123602,11.420342961671617,-0.784719,-0.784089,11.27748283916275,11.273167149719704,-0.00486445,0.328076,10.89844157959325,10.84794971693238,0.320464,-1.87917,0.0,0.0,0.0,0.0
205,1,1,3,0,0,12.402449134069302,2.87547,12.959364332669677,10.904453935715239,2.74349,-0.356063,12.031903765172496,11.930154439998635,0.447267,-0.357675,11.72272437125925,10.724928998378104,1.65508,1.75687,11.335429048441243,10.177499107814736,-1.82544,-0.00163624,10.972921599873537,10.117586322863101,1.49359,0.202512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,1,1,2,0,1,12.418329147407317,1.7035,12.648897762395416,12.129839339530585,1.10888,-1.47033,12.383503093663293,11.464379970866634,-1.56871,-1.62921,12.178937803122857,10.822979156150161,2.03053,0.668146,11.267223116611122,9.87856453840536,-2.06588,2.93058,10.412513557959976,10.387055025531255,0.22659,1.67589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,2,0,1,0,0,12.431481628814511,-2.00895,13.209967578638937,12.373724628339692,1.47308,1.06292,10.740789188159912,10.676533584268913,0.362333,1.66568,10.457734669196933,9.741150959355252,-1.34392,-2.08301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,1,1,2,0,0,11.160424654345972,-2.20815,12.688739506541806,11.356034199834038,2.00715,1.09744,12.294815855364563,11.187264574560665,1.77223,2.85233,10.914481007022568,10.800550611795979,0.486461,-1.16186,10.724385701210892,10.079757501901648,1.24564,1.57363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,0,2,3,0,0,11.051581829500225,-1.86133,12.571885213928056,10.348676452360536,2.91332,0.895386,12.306560308099993,10.868760811029254,2.11579,0.607751,12.02999753898156,11.486441849491252,1.13916,0.197223,11.129473773854919,11.102726168254467,0.232318,-2.20098,10.398900001249483,10.28071435283276,-0.495809,-2.97748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,1,1,1,0,0,11.182301096190617,1.1172,12.431665195597422,11.857571348994831,-1.17595,-2.43596,12.058227874932795,11.413358136353164,-1.26074,1.04376,11.114031718095086,10.424790101153594,-1.31244,0.219636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,0,2,0,1,0,11.609344121096703,1.99531,11.801894209304608,11.646590598651017,0.509628,-1.11248,10.77356679260559,10.716406900229185,-0.341336,-1.7985,10.138294817509651,10.048314904902503,-0.430587,1.14644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,1,1,2,0,1,11.720630452595246,2.66515,12.040260062611964,11.42268013712125,1.22851,-0.713777,11.510012225606193,10.19916755609897,1.98263,-1.13696,11.42273485776145,11.300557399025045,0.504446,-1.02502,11.350665325512834,11.009315412907798,-0.864663,0.629037,9.64027042448386,9.627061888340046,-0.162897,-2.735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,0,2,1,0,0,12.886873928156017,1.80692,13.665504776166522,12.850701624935393,-1.45018,-1.35756,13.175041212872374,13.084987521455018,-0.43079,2.98143,10.604863285509383,10.492001730514199,0.484077,0.222137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,1,1,1,0,0,12.198559492345302,2.85058,12.541866080389019,11.934303291538441,-1.21659,-0.527087,10.8821857865389,10.858254489717133,-0.031394,0.602431,10.300755824853006,10.208052552930669,-0.437255,1.59056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,1,1,4,0,0,11.344350588124989,-0.942419,13.313072989228228,12.105461942741218,-1.87534,1.83037,11.622057858145823,11.273745261166464,0.880024,-0.98976,11.31482568409545,10.281139433998808,1.68676,-2.1059,10.609175764590384,10.518954233211556,0.431192,-0.574896,10.19405794975908,9.955273225685358,0.718863,-3.13706,10.13712386182074,10.134615146389413,0.024153,-2.18354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,1,1,1,0,0,12.21396144695041,1.89573,12.002032948015035,10.753943990788702,-1.91997,1.54874,11.628492714250788,11.566750551665136,0.312627,-1.22372,11.600634098819787,11.332811469718274,-0.764935,-1.14082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,0,2,1,0,0,12.116213581361837,-2.41972,12.993925277628612,12.032266727544423,-1.6161,-2.04142,12.077119328934026,12.067637822142919,-0.106573,0.712997,11.053811131552637,11.020129656166773,0.260995,2.35038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,1,1,3,0,0,12.270098535294732,-0.600864,12.7318627409815,10.376265454924917,3.04618,1.32525,12.454743582865662,10.999142138176452,-2.1329,2.8108,12.053771920148176,11.980870727231402,0.339758,2.18294,11.62210268772618,11.089582496013918,-1.12557,-2.10078,11.13091366524675,10.516728057836374,-1.22448,-0.573997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,0,2,2,0,0,12.46782133595545,1.76903,12.707205445285263,12.58480698207904,-0.449381,-1.31499,11.214038181298823,10.36349134970353,1.49459,-2.81638,10.933231961905438,10.69982740066831,-0.710094,1.51133,10.56878294807127,10.48676685229075,-0.37323,2.74178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,2,0,3,0,0,11.966361354026013,-1.40803,13.205374597757995,11.908824968208691,1.97009,0.468207,12.601265170867597,12.598074191943867,-0.074583,-2.83282,12.368948011496922,11.672259829118175,1.32104,1.25197,11.228654900036954,11.012324061938887,0.654093,-0.0104859,10.826916744866601,10.701170408666828,-0.51206,1.31911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,1,1,0,1,0,10.855151219736594,-1.37628,12.012845842096063,11.551193801680078,-1.03624,2.71788,11.669339296222999,11.076054825465432,-1.19016,0.209475,10.147821003732894,9.907036248459871,-0.72209,-0.398534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,1,1,1,0,0,12.23290443187064,-0.371187,14.375429157190586,11.358162264257015,-3.70979,-2.24696,12.456235855858349,12.130438124177513,-0.851671,2.39931,12.005686909463238,11.998537890664737,0.119743,0.115228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,1,1,1,0,0,13.015381548127602,2.90741,13.817229080458238,13.282689805125704,-1.12195,-0.0827266,12.747201454610048,11.96675524991553,1.41642,-2.79099,10.758236867465595,9.73236702928907,1.68522,-0.467616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,1,1,1,0,0,11.984652608112238,0.0507417,13.150670911699654,11.303339591588085,-2.53307,2.89386,11.889812756180016,11.250521199702716,-1.25418,2.98114,10.659440503888465,9.705237813082555,1.60801,-0.601442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,0,2,3,0,0,12.85669325460366,1.05555,12.7444443677961,12.490830446464708,0.736502,-2.16715,12.721572328841045,10.618295926305779,2.79235,-1.3992,12.613549062932371,11.49918144717797,1.77688,-2.10645,11.305948034911005,10.041352043714884,-1.93719,-3.12874,11.141129631563537,10.976590561899032,0.589505,1.18793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,1,1,3,0,0,11.09954712970352,2.06535,12.76932751824296,11.799179017573213,-1.62237,0.0381218,12.097768913969686,11.235722956240487,1.50729,-1.89517,11.93949300885218,10.439992618888732,2.17995,0.47011,11.62831452624415,11.017410367963718,1.21906,-2.89219,11.548611090905245,10.545509845579922,1.66015,2.41052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,0,2,1,0,0,11.18847843486112,-2.81928,12.33604772195192,11.360173972490323,1.63078,0.141013,11.845152991255853,10.843818977230057,-1.65889,-2.14228,11.351287323934974,11.19967256107343,-0.564675,-2.20054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,1,1,2,0,0,12.060376128349473,-0.73602,12.717739915013022,11.833870635329452,-1.52761,2.59814,12.602446553626558,11.151308328492176,-2.12959,-0.238386,12.53274343307192,11.075540805243211,2.13651,-0.780677,12.077699355563274,11.414380559075974,1.28234,2.40911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,2,0,2,0,0,12.34181783589521,0.778878,14.315843323735859,11.513645205894576,3.49422,-2.12331,11.404535921993093,10.741840526441525,-1.27464,-1.76271,11.374590553901383,10.968131045888443,-0.963758,2.41534,11.14617421081469,11.13084333176344,0.175549,-2.66961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,2,0,2,0,0,11.960600404107888,-2.34501,12.628689812455903,11.70447927307776,1.57012,0.48011,11.708352436109326,11.489526839816888,-0.685927,1.49106,11.481853698775716,11.349566182474762,0.525781,-1.99473,10.419751362526231,10.318721456869232,0.420907,0.619864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,0,2,3,0,0,11.781118860838147,1.31001,11.982854091403324,11.405902457026494,1.16777,-2.83465,11.933364567805466,11.909464184484044,-0.219503,0.0877831,11.826501866685964,11.751682489156126,-0.391682,1.18365,11.408416808599453,11.230472364252682,-0.605032,-1.43875,10.551464758126995,10.529113100235191,0.0943057,-0.681337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,1,1,3,0,0,11.5096400739787,2.37937,13.543716270260127,10.063367502989752,4.17324,-1.28821,12.234747562114224,10.75097682317465,-2.16381,-3.03121,11.918270565877817,11.759105624309486,-0.574197,-0.550211,11.10151974632499,11.064695851889415,0.24662,3.08115,10.035922719524827,9.686686345965498,0.885134,-0.34895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,2,0,2,0,0,11.947696916270367,1.38153,13.688844686479111,12.008462816389107,2.36275,-2.45723,12.125686545570922,10.537083753469542,2.26993,1.29577,11.856259817611885,11.433204538852786,0.985859,0.171843,11.610678114061926,11.490520334097509,-0.500084,-1.6773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,1,1,1,0,0,11.70856625893326,-0.0861642,11.469318345587885,11.28697422578673,0.611023,-2.96293,10.857721258525682,10.814952659789997,-0.294558,2.52616,10.727948042591994,10.470362642153141,-0.748924,-2.63684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,0,2,2,0,0,12.154763561544284,-2.17276,12.001309141497394,12.001266187357068,-0.00893415,-1.42841,11.90011797469079,11.757979224991384,0.536708,0.637473,11.524755216723806,11.181012817605032,0.866908,1.57887,11.45480258618345,10.960369448103785,-1.07803,-2.95957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,0,2,1,0,0,10.858185204985729,2.4968,12.828094325021555,11.097923525506195,2.41517,-0.71403,11.62234473273877,10.04394925002556,2.26072,0.29348,10.163098028806997,10.156232623626078,0.117215,1.38943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,1,1,1,0,0,11.355317983950943,-0.584679,12.435901798322778,11.389015070332608,-1.7077,-2.44436,11.817117986736493,11.014443345735476,-1.43945,0.450467,11.751895120230202,11.730058992216227,-0.209711,2.96561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,2,0,3,0,0,11.68023490164368,1.03204,12.792978366959955,11.913183707517593,-1.52684,-3.13722,11.574631854406206,11.554124988217545,-0.0280033,-0.206286,11.5087788797563,11.390237921855384,-0.496586,-1.17072,10.983098792558035,10.756844874392351,-0.698314,3.0463,10.449986257891668,10.191163374968378,0.720964,-2.15878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
